_id,barcode,category,categoryCode,cpg,name,topBrand
{'$oid': '5f494c5e04db711dd8fe87e4'},511111216148,Baking,BAKING,5f494c5d04db711dd8fe87e2,test brand @1598639198570,
{'$oid': '5f772951be37ce6b592e90d0'},511111316763,Baking,BAKING,5f772951be37ce6b592e90cf,test brand @1601644881253,
{'$oid': '5f504ac2be37ce0b793c9415'},511111616467,Baking,BAKING,5f504ac2be37ce0b793c9411,test brand @1599097538609,
{'$oid': '5bd201cc965c7d66d92731ee'},511111704706,Household,,550b2565e4b001d5e9e4146f,Scott,False
{'$oid': '5fd2a0bfbe37ce49eb72c0f1'},511111218135,Baking,BAKING,5fd2a0bfbe37ce49eb72c0ef,test brand @1607639231674,False
{'$oid': '5daf3507a60b87376833e35c'},511111505921,Health & Wellness,,5332f5f3e4b03c9a25efd0ae,EPIC™,
{'$oid': '58861c7e4e8d0d20bc42c4de'},511111901426,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Grolsch Lager,False
{'$oid': '5f9770c0be37ce03d08a2d88'},511111417101,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1603760320407,
{'$oid': '5a5e32c3e4b06ba572cf24aa'},511111400042,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Magnum,
{'$oid': '5f99f71bbe37ce13da9eade9'},511111817147,Baking,BAKING,5f99f71bbe37ce13da9eade6,test brand @1603925787411,
{'$oid': '5ffe35eabe37ce5e01754c4a'},511111819417,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610495466861,False
{'$oid': '5ffe3682be37ce5e01754c55'},511111519430,Baking,BAKING,5ffe3681be37ce5e01754c54,test brand @1610495618015,False
{'$oid': '5ffe347ebe37ce5e01754c41'},511111819349,Baking,BAKING,5ffe347ebe37ce5e01754c3d,test brand @1610495102526,False
{'$oid': '5ffe347ebe37ce5e01754c40'},511111619338,Baking,BAKING,5ffe347ebe37ce5e01754c3d,test brand @1610495102491,False
{'$oid': '5ffe3480be37ce5e01754c44'},511111519362,Baking,BAKING,5ffe3480be37ce5e01754c43,test brand @1610495104441,False
{'$oid': '5ffe35eabe37ce5e01754c46'},511111019374,Baking,BAKING,5ffe35eabe37ce5e01754c45,test brand @1610495466174,False
{'$oid': '5ffe35f9be37ce5e01754c4c'},511111019428,Baking,BAKING,5ffe35f9be37ce5e01754c4b,test brand @1610495481412,False
{'$oid': '5ffe347fbe37ce5e01754c42'},511111319351,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610495103255,False
{'$oid': '5ffe35eabe37ce5e01754c49'},511111319405,Baking,BAKING,5ffe35eabe37ce5e01754c45,test brand @1610495466285,False
{'$oid': '5ff768e3be37ce1e961f32a0'},511111118886,Baking,BAKING,5ff768e3be37ce1e961f329f,test brand @1610049763071,False
{'$oid': '5ff768d4be37ce1e961f329b'},511111718840,Baking,BAKING,5ff768d4be37ce1e961f3299,test brand @1610049748118,False
{'$oid': '5ff768d4be37ce1e961f329d'},511111418863,Baking,BAKING,5ff768d4be37ce1e961f3299,test brand @1610049748181,False
{'$oid': '5ff768d4be37ce1e961f329c'},511111218852,Baking,BAKING,5ff768d4be37ce1e961f3299,test brand @1610049748154,False
{'$oid': '5ff768d4be37ce1e961f329e'},511111918875,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610049748724,False
{'$oid': '5ff77857be37ce58ce50083a'},511111618898,Baking,BAKING,5ff77857be37ce58ce500839,test brand @1610053719706,False
{'$oid': '5fd7f2b3be37ce733975586c'},511111518327,Baking,BAKING,5fd7f2b3be37ce7339755868,test brand @1607987891932,False
{'$oid': '5fd7f2b3be37ce733975586b'},511111318316,Baking,BAKING,5fd7f2b3be37ce7339755868,test brand @1607987891893,False
{'$oid': '5fd7f2b3be37ce733975586a'},511111818304,Baking,BAKING,5fd7f2b3be37ce7339755868,test brand @1607987891852,False
{'$oid': '5fd7f2b8be37ce733975586f'},511111218340,Baking,BAKING,5fd7f2b8be37ce733975586e,test brand @1607987896065,False
{'$oid': '5fd7f2b4be37ce733975586d'},511111018339,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607987892540,False
{'$oid': '5fd3acb6be37ce0d9386bb3f'},511111618171,Baking,BAKING,5fd3acb5be37ce0d9386bb3e,test brand @1607707829961,False
{'$oid': '5332fa7be4b03c9a25efd22b'},511111702948,,,5332f5ebe4b03c9a25efd0a8,Diet Cherry Coke,
{'$oid': '58861c7e4e8d0d20bc42c4e0'},511111701415,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Killians,False
{'$oid': '5332f775e4b03c9a25efd127'},511111403630,,,5332f5f3e4b03c9a25efd0ae,Cheerios,
{'$oid': '581ce962e4b058c71f74c443'},511111301813,,,581ce8d5e4b058c71f74c442,.,
{'$oid': '5332fa08e4b03c9a25efd1d8'},511111903130,,,5332f5f2e4b03c9a25efd0aa,Frosted Flakes,
{'$oid': '5f3d6f44be37ce4ddbb1bb3b'},511111715481,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,test brand @1597861700880,
{'$oid': '5f628235be37ce78e6e2efb1'},511111616696,Baking,BAKING,5f628235be37ce78e6e2efb0,test brand @1600291381675,
{'$oid': '58b5988ce4b0857c2ddb7252'},511111301028,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Henry's Hard Sparkling,False
{'$oid': '5f3ff200be37ce1c81aa1e0b'},511111115595,Baking,BAKING,5f3ff200be37ce1c81aa1e0a,test brand @1598026240846,
{'$oid': '57ebc125e4b0ac389136a33b'},511111302063,Grocery,,559c2234e4b06aca36af13c6,Kraft Macaroni & Cheese,False
{'$oid': '5332f7c8e4b03c9a25efd148'},511111403401,,,5332f5f3e4b03c9a25efd0ae,Cascadian Farm,
{'$oid': '57ebc2c8e4b0ac389136a349'},511111901938,Grocery,,559c2234e4b06aca36af13c6,Shake N' Bake,False
{'$oid': '588ba032e4b02187f85cdadc'},511111401087,Condiments & Sauces,,559c2234e4b06aca36af13c6,HP Sauce,False
{'$oid': '5f493665be37ce52f8314fca'},511111815891,Baking,BAKING,5f493665be37ce52f8314fc9,test brand @1598633573683,
{'$oid': '5dc0773ea60b873d6b0666ce'},511111206262,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Drumstick™ Cereal,
{'$oid': '5da60649a60b87376833e34b'},511111105602,Health & Wellness,,53e10d6368abd3c7065097cc,ALEVE® D SINUS & COLD,
{'$oid': '580dff84e4b0f32b2de2137f'},511111601883,Dairy,,559c2234e4b06aca36af13c6,Cheez Whiz,False
{'$oid': '5fcff305be37ce6d53dfc688'},511111818021,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607463685522,False
{'$oid': '5d66961cee7f2d201c7281cc'},511111812449,Magazines,,5c4f20b01b4181298aacffc1,Test brand1,True
{'$oid': '57d957f2e4b0ac389136a2b4'},511111502371,Frozen,,559c2234e4b06aca36af13c6,Cool Whip,False
{'$oid': '5daf59751dda2c3e1416ae99'},511111006022,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Trix™,
{'$oid': '5da60859a60b87376833e352'},511111405740,Health & Wellness,,5d9b4f591dda2c6225a284aa,Flintstones™ Vitamins,False
{'$oid': '5fb81935be37ce522e165cda'},511111217695,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Absolut® Grapefruit,False
{'$oid': '5fb6d726be37ce522e165cc0'},511111317432,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Altos®,False
{'$oid': '5fb800f1be37ce522e165ccb'},511111417545,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Del Maguey® Vida,False
{'$oid': '5fb80b63be37ce522e165cd1'},511111917601,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Jameson® Black Barrel ,False
{'$oid': '5fb808a1be37ce522e165ccf'},511111817581,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Jameson® ,False
{'$oid': '5fb7e62dbe37ce522e165cc3'},511111217466,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Monkey 47®,False
{'$oid': '5fb80d7cbe37ce522e165cd2'},511111417613,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Malibu® Original,False
{'$oid': '5fb7e962be37ce522e165cc6'},511111417491,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Lillet®,False
{'$oid': '5d642de76d5f3b23d1bc7911'},511111705161,Magazines,,5d5d4fd16d5f3b23d1bc7905,Traditional Home,
{'$oid': '57c0827de4b0718ff5fcb037'},511111902461,Baby,,5332f7a7e4b03c9a25efd134,Antarctica,True
{'$oid': '5f3d6f44be37ce4ddbb1bb3d'},511111815501,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,test brand @1597861700940,
{'$oid': '5fa1c567be37ce402c4618f0'},511111717195,Baking,BAKING,5fa1c567be37ce402c4618ef,test brand @1604437351567,False
{'$oid': '5332fa03e4b03c9a25efd1d5'},511111603153,,,53e10d6368abd3c7065097cc,Fruit Flavored Snacks,
{'$oid': '5a8c3577e4b07f0a2dac8945'},511111404163,Snacks,,5a734034e4b0d58f376be874,Kelsen,False
{'$oid': '5da60932a60b87376833e356'},511111405818,Health & Wellness,,53e10d6368abd3c7065097cc,ONE A DAY® KIDS AND TEENS,
{'$oid': '5da606581dda2c3e1416ae85'},511111605614,Health & Wellness,,53e10d6368abd3c7065097cc,ALEVE® DIRECT THERAPY PAIN RELIEF DEVICES,
{'$oid': '5a5d1ba9e4b0db471c2d0422'},511111600404,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Colorado Native,
{'$oid': '585a9714e4b03e62d1ce0e92'},511111801528,Beverages,,5332f5fbe4b03c9a25efd0ba,SoBe,
{'$oid': '57ebc026e4b0ac389136a338'},511111502098,Dairy,,559c2234e4b06aca36af13c6,Knudsen,False
{'$oid': '5da608a8a60b87376833e353'},511111105763,Health & Wellness,,53e10d6368abd3c7065097cc,MiraLAX® Laxatives,
{'$oid': '5fcda47cbe37ce688e08b0c3'},511111317920,Baking,BAKING,5fcda47cbe37ce688e08b0c2,test brand @1607312508610,False
{'$oid': '5d66dda06d5f3b6188d4f050'},511111005421,Magazines,,5d5d4fd16d5f3b23d1bc7905,Pillsbury Magazine,
{'$oid': '585a9637e4b03e62d1ce0e77'},511111501770,Breakfast & Cereal,,53e10d6368abd3c7065097cc,Cap'n Crunch,True
{'$oid': '5332fa79e4b03c9a25efd226'},511111602996,,,5332f5ebe4b03c9a25efd0a8,Mello Yello,
{'$oid': '5fb82359be37ce522e165ce1'},511111917762,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Mrs Baird's ,False
{'$oid': '592486bfe410d61fcea3d13f'},511111500667,Personal Care,PERSONAL_CARE,5332f5f6e4b03c9a25efd0b4,TRESEMME,False
{'$oid': '552ecca1e4b02ff29f99b215'},511111202721,,,5459429be4b0bfcb1e864082,Top Care,
{'$oid': '5a5e3615e4b06ba572cf24ab'},511111700029,Beverages,,5332f5fbe4b03c9a25efd0ba,PURE LEAF Iced Tea Beverages,False
{'$oid': '5e5ff1f7ee7f2d0b35b2a18e'},511111414049,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,ONE A DAY® KIDS,
{'$oid': '585a967fe4b03e62d1ce0e80'},511111801689,Snacks,,5332f5fbe4b03c9a25efd0ba,Lay's Kettle Cooked,True
{'$oid': '5f513ea1be37ce21f1287c02'},511111416500,Baking,BAKING,5f513ea0be37ce21f1287c01,test brand @1599159968998,
{'$oid': '5d66dd526d5f3b6188d4f04f'},511111805410,Beverages,,5332f5fbe4b03c9a25efd0ba,LIFEWTR,False
{'$oid': '5d6412f86d5f3b23d1bc7909'},511111804994,Magazines,,5d5d4fd16d5f3b23d1bc7905,Eating Well Magazine,
{'$oid': '5332f608e4b03c9a25efd0c1'},511111903901,,,53e10d6368abd3c7065097cc,Sierra Mist,
{'$oid': '5c49d161f0276e7719673719'},511111904731,Baby,,59b96571e4b0bf7c7980588b,SIMILAC,
{'$oid': '5da60843a60b87376833e351'},511111205739,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Coricidin® HBP,False
{'$oid': '5f7ba648be37ce23081c528e'},511111716921,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1601939016290,
{'$oid': '5a5d29fde4b0db471c2d0433'},511111400110,Beauty & Personal Care,,53e10d6368abd3c7065097cc,Badedas,
{'$oid': '54594387e4b0bfcb1e864083'},511111902744,,,5459429be4b0bfcb1e864082,Shurfine,
{'$oid': '585a96d2e4b03e62d1ce0e89'},511111001607,Beverages,,5332f5fbe4b03c9a25efd0ba,Pepsi Diet,False
{'$oid': '5332f9fee4b03c9a25efd1d0'},511111803164,,,5332f5f2e4b03c9a25efd0aa,Apple Jacks/Cinnamon Jacks,
{'$oid': '5332fa73e4b03c9a25efd21c'},511111703051,,,5332f5ebe4b03c9a25efd0a8,Diet Coke,
{'$oid': '5fa98944be37ce239d107103'},511111617297,Baking,BAKING,5fa98944be37ce239d1070ff,test brand @1604946244876,False
{'$oid': '5332f7afe4b03c9a25efd13d'},511111203483,,,5332f7a7e4b03c9a25efd134,Shock Top,
{'$oid': '5d540e65a3a018514994f41f'},511111404880,Frozen,,559c2234e4b06aca36af13c6,Benihana Frozen Entrees,
{'$oid': '5daf46261dda2c3e1416ae96'},511111905967,Dairy,,5332f5f3e4b03c9a25efd0ae,Mountain High™,
{'$oid': '585a972de4b03e62d1ce0e96'},511111001485,Snacks,,5332f5fbe4b03c9a25efd0ba,Tostitos,
{'$oid': '5f9770bfbe37ce03d08a2d86'},511111317081,Baking,BAKING,5f9770bfbe37ce03d08a2d83,test brand @1603760319788,
{'$oid': '580e015be4b0f32b2de21385'},511111501824,Condiments & Sauces,,559c2234e4b06aca36af13c6,Kraft BBQ Sauce,False
{'$oid': '5f5900d4be37ce21f1287c11'},511111516569,Baby,BABY,5f58fa84be37ce21f1287c0f,Gerber Baby Food,
{'$oid': '5a8c33f3e4b07f0a2dac8943'},511111504139,Grocery,,5a734034e4b0d58f376be874,Pace,False
{'$oid': '5ab1589ae4b0915382df7621'},511111204435,Canned Goods & Soups,,5a734034e4b0d58f376be874,Campbell's Slow Kettle,False
{'$oid': '5afda22ee4b03bf01c2a2965'},511111304494,Snacks,,5a734034e4b0d58f376be874,Archway,False
{'$oid': '588b9ff4e4b02187f85cdadb'},511111901099,Condiments & Sauces,,559c2234e4b06aca36af13c6,Kraft Salad Dressing,False
{'$oid': '5ec2dde7be37ce5234ec36bb'},511111314653,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Bayer® Aspirin,False
{'$oid': '5ff78071be37ce6a424ca0e9'},511111818977,Baking,BAKING,5ff78071be37ce6a424ca0e7,test brand @1610055793449,False
{'$oid': '5ff78071be37ce6a424ca0e8'},511111318965,Baking,BAKING,5ff78071be37ce6a424ca0e7,test brand @1610055793411,False
{'$oid': '5ff78071be37ce6a424ca0ea'},511111018988,Baking,BAKING,5ff78071be37ce6a424ca0e7,test brand @1610055793500,False
{'$oid': '5ff78072be37ce6a424ca0ec'},511111719007,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610055794196,False
{'$oid': '5ff78071be37ce6a424ca0eb'},511111518990,Baking,BAKING,5ff78071be37ce6a424ca0e7,test brand @1610055793537,False
{'$oid': '5ff789c5be37ce786ba0f6a3'},511111219019,Baking,BAKING,5ff789c5be37ce786ba0f6a2,test brand @1610058181548,False
{'$oid': '5ff77857be37ce58ce50083c'},511111718918,Baking,BAKING,5ff77857be37ce58ce500839,test brand @1610053719944,False
{'$oid': '5ff77858be37ce58ce50083d'},511111918929,Baking,BAKING,5ff77857be37ce58ce500839,test brand @1610053719998,False
{'$oid': '5ff78070be37ce6a424ca0e6'},511111118954,Baking,BAKING,5ff78070be37ce6a424ca0e5,test brand @1610055792794,False
{'$oid': '5ff77857be37ce58ce50083b'},511111218906,Baking,BAKING,5ff77857be37ce58ce500839,test brand @1610053719869,False
{'$oid': '5ff77859be37ce58ce500840'},511111618942,Baking,BAKING,5ff77859be37ce58ce50083f,test brand @1610053721248,False
{'$oid': '5ff77859be37ce58ce50083e'},511111418931,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610053721033,False
{'$oid': '5bd200c690fa074576779a16'},511111004639,Personal Care,PERSONAL_CARE,550b2565e4b001d5e9e4146f,Depend,False
{'$oid': '5fdce9eabe37ce5fa8ba59db'},511111318521,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1608313322283,False
{'$oid': '5fdce9e9be37ce5fa8ba59da'},511111118510,Baking,BAKING,5fdce9e9be37ce5fa8ba59d6,test brand @1608313321374,False
{'$oid': '5fdce9e9be37ce5fa8ba59d7'},511111518488,Baking,BAKING,5fdce9e9be37ce5fa8ba59d6,test brand @1608313321191,False
{'$oid': '5fdce9e9be37ce5fa8ba59d9'},511111618508,Baking,BAKING,5fdce9e9be37ce5fa8ba59d6,test brand @1608313321301,False
{'$oid': '5fdce9e9be37ce5fa8ba59d8'},511111018490,Baking,BAKING,5fdce9e9be37ce5fa8ba59d6,test brand @1608313321222,False
{'$oid': '5daf35a8a60b87376833e35d'},511111005933,Snacks,,5332f5f3e4b03c9a25efd0ae,Nature Valley™,
{'$oid': '5f4936ddbe37ce52f8314fdd'},511111215981,Baking,BAKING,5f4936ddbe37ce52f8314fda,test brand @1598633693767,
{'$oid': '5f4936ddbe37ce52f8314fde'},511111715993,Baking,BAKING,5f4936ddbe37ce52f8314fda,test brand @1598633693791,
{'$oid': '5fb6b82dbe37ce522e165cbc'},511111117407,Bread & Bakery,BREAD_AND_BAKERY,5fb6b608be37ce522e165cb9,Anzio ,False
{'$oid': '5d641306a3a018514994f427'},511111705000,Magazines,,5d5d4fd16d5f3b23d1bc7905,Family Circle,
{'$oid': '55b630f5e4b0d8e685c14222'},511111002598,,,55b62995e4b0d8e685c14213,Diet Rite,
{'$oid': '5db780a6a60b87376833e369'},511111806172,Dairy,,559c2234e4b06aca36af13c6,Hershey's Whipped Topping,
{'$oid': '5f4936ddbe37ce52f8314fdb'},511111515968,Baking,BAKING,5f4936ddbe37ce52f8314fda,test brand @1598633693720,
{'$oid': '5332f5f2e4b03c9a25efd0a9'},511111804048,,,5332f5f2e4b03c9a25efd0aa,Eggo,
{'$oid': '5fb2852cbe37ce522e165cb2'},511111617341,Baking,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020671,False
{'$oid': '592486bee410d61fcea3d12e'},511111200802,Dairy,,53e10d6368abd3c7065097cc,IMPERIAL,
{'$oid': '57c082a6e4b0718ff5fcb03b'},511111502425,,,5332f7a7e4b03c9a25efd134,Modelo Especial,
{'$oid': '5da606ae1dda2c3e1416ae86'},511111305637,Health & Wellness,,53e10d6368abd3c7065097cc,ALEVE® PM NIGHT TIME,
{'$oid': '5f99f71bbe37ce13da9eade7'},511111117124,Baking,BAKING,5f99f71bbe37ce13da9eade6,test brand @1603925787294,
{'$oid': '5a8c5e74e4b07f0a2dac8947'},511111904229,Personal Care,,5332f5f6e4b03c9a25efd0b4,ApotheCARE Essentials,False
{'$oid': '57e5817ae4b0ac389136a30c'},511111902256,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Henry's Hard Soda,False
{'$oid': '5ab15392e4b0915382df761d'},511111204367,Canned Goods & Soups,,5a734034e4b0d58f376be874,Campbell's Chunky,False
{'$oid': '5e5ff265ee7f2d0b35b2a18f'},511111914051,Health & Wellness,,53e10d6368abd3c7065097cc,ONE A DAY® WOMENS,
{'$oid': '5f16f536be37ce2b30061e25'},511111415060,Baking,BAKING,5f16f535be37ce2b30061e24,test brand @1595340085980,
{'$oid': '5332fb83e4b03c9a25efd24a'},511111502869,,,5332f5f2e4b03c9a25efd0aa,Town House,
{'$oid': '5ef38672be37ce02da95b72f'},511111515036,Outdoor,OUTDOOR,5eebc5412455c97a877ef382,Kingsford Charcoal,
{'$oid': '5daf6baaa60b87376833e364'},511111206101,Dairy,,5332f5f3e4b03c9a25efd0ae,Yoplait® Go-GURT®,
{'$oid': '5a4d1f06e4b0d5c3fd86b678'},511111700531,Snacks,,5332f5fbe4b03c9a25efd0ba,FRITO-LAY,True
{'$oid': '57ebc003e4b0ac389136a333'},511111502142,Condiments & Sauces,,559c2234e4b06aca36af13c6,Grey Poupon,False
{'$oid': '5f441280be37ce5dbe9b7c80'},511111915799,Baking,BAKING,5f441280be37ce5dbe9b7c7d,test brand @1598296704763,
{'$oid': '5ec2dda8be37ce5234ec36ba'},511111814641,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Berroca®,
{'$oid': '58861c7f4e8d0d20bc42c4f9'},511111301301,Beverages,,5332f5fbe4b03c9a25efd0ba,Propel,False
{'$oid': '58b59a68e4b0857c2ddb7257'},511111700975,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Milwaukee's Best Ice,False
{'$oid': '5332f753e4b03c9a25efd10f'},511111703778,,,5332f5ebe4b03c9a25efd0a8,NOS,
{'$oid': '5a4d250ce4b0d5c3fd86b67b'},511111400486,Snacks,,5332f5fbe4b03c9a25efd0ba,SPITZ,
{'$oid': '5d9d0270a60b87376833e347'},511111405535,Snacks,,5332f5fbe4b03c9a25efd0ba,IMAGINE,
{'$oid': '5d658fd1a3a018514994f431'},511111905196,,,53e10d6368abd3c7065097cc,BETTER HOMES AND GARDENS Special Edition Magazine - Food ,
{'$oid': '5f358338be37ce443bf9d55c'},511111215332,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1597342520969,
{'$oid': '58b599fee4b0857c2ddb7256'},511111900986,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Steel Reserve Alloy Series,False
{'$oid': '5a5d278de4b0db471c2d042f'},511111800156,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Tusk & Grain,
{'$oid': '5332f7eee4b03c9a25efd15e'},511111103370,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Redd's Apple Ale,False
{'$oid': '5afda18ee4b0c11cfecd49f5'},511111104469,Snacks,,5a734034e4b0d58f376be874,Lance,False
{'$oid': '5a8c363ce4b0ccf165fac9e7'},511111104186,Grocery,,5a734034e4b0d58f376be874,Pacific Foods,False
{'$oid': '5dd557081dda2c1971449a7a'},511111606376,Dairy,,5332f5f3e4b03c9a25efd0ae,Yoplait® Dunkers,
{'$oid': '5332f774e4b03c9a25efd126'},511111603641,,,5332f5f3e4b03c9a25efd0ae,Fiber One,
{'$oid': '5f4802bdbe37ce0c8303373f'},511111415855,Baking,BAKING,5f4802bdbe37ce0c8303373c,test brand @1598554813705,
{'$oid': '5a021703e4b00efe02b02a58'},511111800590,Canned Goods & Soups,,5332f5f6e4b03c9a25efd0b4,LIPTON Soup,False
{'$oid': '5dc2da1fa60b873d6b0666d3'},511111406341,Breakfast & Cereal,,53e10d6368abd3c7065097cc,Minions™ Cereal,
{'$oid': '5d2f69a6a3a01810a2174aec'},511111504856,Household,,5332f5f6e4b03c9a25efd0b4,LOVE HOME AND PLANET,
{'$oid': '5f208dafbe37ce7958c59522'},511111015185,Baking,BAKING,5f208daebe37ce7958c59520,test brand @1595968943012,
{'$oid': '5f2336cfbe37ce7958c5952c'},511111715276,Health & Wellness,HEALTHY_AND_WELLNESS,5f036ccc2455c947fde9362f,OneTouch®,
{'$oid': '5f3e9172be37ce5a0e01b953'},511111015536,Baking,BAKING,5f3e9172be37ce5a0e01b952,test brand @1597935986247,
{'$oid': '55a41b88e4b0d0a65b3692f0'},511111902690,Dairy,,559c2234e4b06aca36af13c6,Kraft,False
{'$oid': '5daf70071dda2c3e1416ae9e'},511111906124,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Basic 4™,
{'$oid': '5a8c31bfe4b0ccf165fac9e4'},511111804116,Canned Goods & Soups,,5a734034e4b0d58f376be874,Wolfgang Puck,False
{'$oid': '5f7760f0be37ce1d26d7b7a5'},511111516842,Baking,BAKING,5f7760f0be37ce1d26d7b7a2,test brand @1601659120828,
{'$oid': '5f99f71bbe37ce13da9eadea'},511111317159,Baking,BAKING,5f99f71bbe37ce13da9eade6,test brand @1603925787441,
{'$oid': '5a8c378ce4b07f0a2dac8946'},511111704218,Breakfast & Cereal,,53e10d6368abd3c7065097cc,The Soulfull Project,
{'$oid': '5f493682be37ce52f8314fd0'},511111815945,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1598633602924,
{'$oid': '580dff97e4b0f32b2de21381'},511111901860,Baking,,559c2234e4b06aca36af13c6,Dream Whip,False
{'$oid': '5f38578fbe37ce5178517ad7'},511111815457,Baking,BAKING,5f38578fbe37ce5178517ad3,test brand @1597527951461,
{'$oid': '5fd2a0bfbe37ce49eb72c0f0'},511111718123,Baking,BAKING,5fd2a0bfbe37ce49eb72c0ef,test brand @1607639231623,False
{'$oid': '5332fa6be4b03c9a25efd217'},511111903062,,,5332fa12e4b03c9a25efd1e7,Brew Pub,
{'$oid': '5a8f64c6e4b0a2e2844f5695'},511111104254,Snacks,,5a734034e4b0d58f376be874,Kjeldsen,False
{'$oid': '5f493dabbe37ce64d0ae36bd'},511111316046,Baking,BAKING,5f493dabbe37ce64d0ae36ba,test brand @1598635435896,
{'$oid': '57ebc134e4b0ac389136a33d'},511111602040,Dairy,,559c2234e4b06aca36af13c6,Kraft Cheese,False
{'$oid': '5f5bc4f1be37ce17125ac0ea'},511111316602,Baking,BAKING,5f5bc4f1be37ce17125ac0e8,test brand @1599849713772,
{'$oid': '5fd29591be37ce38bbbefb2a'},511111418092,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607636369405,False
{'$oid': '5f77274bbe37ce6b592e90bc'},511111916727,Baking,BAKING,5f77274bbe37ce6b592e90b9,test brand @1601644363827,
{'$oid': '5a8c35dde4b0ccf165fac9e6'},511111904175,Grocery,,5a734034e4b0d58f376be874,Pepperidge Farm,False
{'$oid': '5332f760e4b03c9a25efd11a'},511111803720,,,5332f5ebe4b03c9a25efd0a8,Honest Tea,
{'$oid': '5f4802d2be37ce0c83033743'},511111315889,Baking,BAKING,5f4802d2be37ce0c83033742,test brand @1598554834882,
{'$oid': '60074277be37ce360be639ff'},511111919803,Baking,BAKING,60074277be37ce360be639fe,test brand @1611088503689,False
{'$oid': '5332f9f0e4b03c9a25efd1c3'},511111203278,Snacks,,5332f5f2e4b03c9a25efd0aa,Pringles,
{'$oid': '5fb2852cbe37ce522e165cb0'},511111917328,Baking,BAKING,5fb2852cbe37ce522e165cae,test brand @1605535020580,False
{'$oid': '58861c7e4e8d0d20bc42c4e3'},511111601395,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Miller High Life,False
{'$oid': '585b0b23e4b03e62d1ce0e99'},511111101451,Breakfast & Cereal,,53e10d6368abd3c7065097cc,Quaker,False
{'$oid': '5332f7ffe4b03c9a25efd16a'},511111703334,,,5332f7ffe4b03c9a25efd16b,All Natural,
{'$oid': '5da608291dda2c3e1416ae8b'},511111705727,Health & Wellness,,53e10d6368abd3c7065097cc,Claritin® KIDS,
{'$oid': '57d848efe4b0ac389136a2aa'},511111302414,Dairy,,559c2234e4b06aca36af13c6,Athenos,False
