_id,barcode,category,categoryCode,cpg,name,topBrand
{'$oid': '5f513ea1be37ce21f1287c03'},511111916512,Baking,BAKING,5f513ea0be37ce21f1287c01,test brand @1599159969028,
{'$oid': '5f35a0babe37ce6853cff201'},511111815389,Baking,BAKING,5f35a0babe37ce6853cff1fd,test brand @1597350074404,
{'$oid': '5a5d2c1fe4b06ba572cf24a8'},511111100065,Beauty & Personal Care,,53e10d6368abd3c7065097cc,Sedal,
{'$oid': '5d603537a3a018514994f424'},511111404958,Snacks,,5332f5fbe4b03c9a25efd0ba,Red Rock Deli Chips,False
{'$oid': '5da607a9a60b87376833e34f'},511111905684,Health & Wellness,,53e10d6368abd3c7065097cc,ALKA SELTZER PLUS® SINUS CAP/ GEL/ TAB,
{'$oid': '5f493682be37ce52f8314fcd'},511111915911,Baking,BAKING,5f493682be37ce52f8314fcb,test brand @1598633602253,
{'$oid': '585a970ee4b03e62d1ce0e91'},511111301530,Snacks,,5332f5fbe4b03c9a25efd0ba,Smartfood,
{'$oid': '5f403231be37ce5f78d9ed18'},511111515685,Baking,BAKING,5f403231be37ce5f78d9ed14,test brand @1598042673532,
{'$oid': '5f7ba932be37ce2f290fb252'},511111916956,Baking,BAKING,5f7ba932be37ce2f290fb251,test brand @1601939762881,
{'$oid': '58863e1ee4b02187f85cdace'},511111101222,Deli,,559c2234e4b06aca36af13c6,Oscar Mayer,False
{'$oid': '5a5d234be4b06ba572cf249f'},511111400271,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Lech,
{'$oid': '5d642d946d5f3b23d1bc7910'},511111805137,Magazines,,5d5d4fd16d5f3b23d1bc7905,Real Simple,
{'$oid': '5fb8292abe37ce522e165ce3'},511111617785,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Heiners,False
{'$oid': '5d6419346d5f3b23d1bc790e'},511111005094,Magazines,,5d5d4fd16d5f3b23d1bc7905,Parents,
{'$oid': '5332fa0ae4b03c9a25efd1dd'},511111203117,,,5332f5f2e4b03c9a25efd0aa,Smart Start,
{'$oid': '5ccb2ece166eb31bbbadccbe'},511111504788,Condiments & Sauces,,559c2234e4b06aca36af13c6,The Pioneer Woman,
{'$oid': '60074278be37ce360be63a03'},511111319849,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1611088504474,False
{'$oid': '5d6419746d5f3b23d1bc790f'},511111605102,Magazines,,5d5d4fd16d5f3b23d1bc7905,People en Espanol,
{'$oid': '5a5d1fbfe4b0db471c2d0428'},511111100294,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Hop Valley,
{'$oid': '5f3d6f44be37ce4ddbb1bb3c'},511111215493,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,test brand @1597861700914,
{'$oid': '580dffade4b0f32b2de21384'},511111001836,Beverages,,559c2234e4b06aca36af13c6,Yuban Coffee,False
{'$oid': '5d6423ffa3a018514994f42c'},511111105114,Magazines,,5d5d4fd16d5f3b23d1bc7905,People Magazine,
{'$oid': '5f9770bfbe37ce03d08a2d84'},511111617068,Baking,BAKING,5f9770bfbe37ce03d08a2d83,test brand @1603760319682,
{'$oid': '5f4a7a5dbe37ce2d95e65ca3'},511111516286,Baking,BAKING,5f4a7a5bbe37ce2d95e65c9f,test brand @1598716509394,
{'$oid': '5f35834dbe37ce443bf9d565'},511111415343,Baking,BAKING,5f35834dbe37ce443bf9d564,test brand @1597342541226,
{'$oid': '592486bfe410d61fcea3d13d'},511111000679,Personal Care,,5332f5f6e4b03c9a25efd0b4,TIGI,False
{'$oid': '5daf3365a60b87376833e35b'},511111805908,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Autumn's Gold™,
{'$oid': '5a5d2a86e4b06ba572cf24a6'},511111900108,Beauty & Personal Care,,53e10d6368abd3c7065097cc,Brooke Bond,
{'$oid': '5d6415c66d5f3b23d1bc790c'},511111105046,Magazines,,5d5d4fd16d5f3b23d1bc7905,Food & Wine Magazine,
{'$oid': '57c08285e4b0718ff5fcb038'},511111702450,,,5332f7a7e4b03c9a25efd134,Quilmes,
{'$oid': '5f208dafbe37ce7958c59523'},511111515197,Baking,BAKING,5f208daebe37ce7958c59520,test brand @1595968943049,
{'$oid': '5c9a975495144c182bbc7270'},511111208532,Grocery,,5c7470c895144c124ecd5c09,Test FRS-920 again1,True
{'$oid': '5332f709e4b03c9a25efd0f0'},511111903857,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Coors Light,False
{'$oid': '5dc1aaf51dda2c0ad7da64ad'},511111506317,Beverages,,5332f5fbe4b03c9a25efd0ba,BOLT24,
{'$oid': '58861c7f4e8d0d20bc42c4f8'},511111801313,Beverages,,5332f5fbe4b03c9a25efd0ba,Mist Twst,False
{'$oid': '5fda3724be37ce09e3515970'},511111918363,Baking,BAKING,5fda3724be37ce09e351596f,test brand @1608136484526,False
{'$oid': '5fda3725be37ce09e3515974'},511111718406,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1608136485398,False
{'$oid': '5fda3724be37ce09e3515971'},511111418375,Baking,BAKING,5fda3724be37ce09e351596f,test brand @1608136484574,False
{'$oid': '5fd28f0cbe37ce6d53dfc692'},511111518044,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,5e7cf838f221c312e698a628,Sargento® Cheese,False
{'$oid': '5fda3724be37ce09e3515972'},511111618386,Baking,BAKING,5fda3724be37ce09e351596f,test brand @1608136484633,False
{'$oid': '5fda3724be37ce09e3515973'},511111118398,Baking,BAKING,5fda3724be37ce09e351596f,test brand @1608136484689,False
{'$oid': '5ff73cffbe37ce1e961f325d'},511111918646,Baking,BAKING,5ff73cffbe37ce1e961f325c,test brand @1610038527809,False
{'$oid': '5ff73cf9be37ce1e961f3258'},511111518600,Baking,BAKING,5ff73cf9be37ce1e961f3256,test brand @1610038521565,False
{'$oid': '5ff73cf9be37ce1e961f325a'},511111218623,Baking,BAKING,5ff73cf9be37ce1e961f3256,test brand @1610038521677,False
{'$oid': '5ff74123be37ce1e961f3266'},511111418658,Baking,BAKING,5ff74123be37ce1e961f3265,test brand @1610039587818,False
{'$oid': '5ff73cf9be37ce1e961f3259'},511111018612,Baking,BAKING,5ff73cf9be37ce1e961f3256,test brand @1610038521624,False
{'$oid': '5ff73cfabe37ce1e961f325b'},511111718635,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610038522559,False
{'$oid': '5ff74500be37ce1e961f3279'},511111818748,Baking,BAKING,5ff74500be37ce1e961f3276,test brand @1610040576117,False
{'$oid': '5ff74500be37ce1e961f327b'},511111518761,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610040576672,False
{'$oid': '5ff75cdebe37ce1e961f328b'},511111018773,Baking,BAKING,5ff75cdebe37ce1e961f328a,test brand @1610046686560,False
{'$oid': '5ff74500be37ce1e961f3278'},511111618737,Baking,BAKING,5ff74500be37ce1e961f3276,test brand @1610040576088,False
{'$oid': '5ff74500be37ce1e961f327a'},511111318750,Baking,BAKING,5ff74500be37ce1e961f3276,test brand @1610040576148,False
{'$oid': '5ff74500be37ce1e961f3277'},511111118725,Baking,BAKING,5ff74500be37ce1e961f3276,test brand @1610040576053,False
{'$oid': '5da60785a60b87376833e34e'},511111705673,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Alka-Seltzer Plus®,False
{'$oid': '6000a0c9be37ce2bb7930121'},511111019657,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610653897113,False
{'$oid': '6000a0c6be37ce2bb793011f'},511111319634,Baking,BAKING,6000a0c6be37ce2bb793011c,test brand @1610653894519,False
{'$oid': '6000b8c3be37ce321363c6c0'},511111719670,Baking,BAKING,6000b8c3be37ce321363c6bf,test brand @1610660035659,False
{'$oid': '6000a0c6be37ce2bb7930120'},511111519645,Baking,BAKING,6000a0c6be37ce2bb793011c,test brand @1610653894662,False
{'$oid': '6000a0f3be37ce2bb793012a'},511111219668,Baking,BAKING,6000a0f3be37ce2bb7930129,test brand @1610653939508,False
{'$oid': '6000a0c6be37ce2bb793011e'},511111819622,Baking,BAKING,6000a0c6be37ce2bb793011c,test brand @1610653894371,False
{'$oid': '5f7760f2be37ce1d26d7b7a7'},511111216865,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1601659122798,
{'$oid': '5332f7ace4b03c9a25efd13a'},511111803515,,,5332f7a7e4b03c9a25efd134,Michelob Ultra,
{'$oid': '5daf5d1aa60b87376833e361'},511111506034,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Cocoa Puffs™,
{'$oid': '5f7760f0be37ce1d26d7b7a4'},511111316831,Baking,BAKING,5f7760f0be37ce1d26d7b7a2,test brand @1601659120793,
{'$oid': '5afda26ce4b0c11cfecd49f8'},511111904502,Snacks,,5a734034e4b0d58f376be874,Jay's,False
{'$oid': '592486bee410d61fcea3d130'},511111100782,Grocery,,5332f5f6e4b03c9a25efd0b4,KNORR,False
{'$oid': '57c0812de4b0718ff5fcb02e'},511111402527,,,5332f5f2e4b03c9a25efd0aa,Crunchy Nut,
{'$oid': '5a5d1c62e4b0db471c2d0424'},511111500384,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cristal,
{'$oid': '5fcda494be37ce688e08b0d0'},511111217978,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607312532874,False
{'$oid': '57ebbcc2e4b0ac389136a32c'},511111502210,Frozen,,559c2234e4b06aca36af13c6,Boca,False
{'$oid': '5c409ab4cd244a3539b84162'},511111004790,Baking,,55b62995e4b0d8e685c14213,alexa,True
{'$oid': '5daf54ec1dda2c3e1416ae98'},511111806011,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,KIX™,
{'$oid': '5f19e054be37ce33f74a166f'},511111715115,Baking,BAKING,5f19e054be37ce33f74a166e,test brand @1595531348245,
{'$oid': '5d658fc0a3a018514994f430'},511111205173,,,53e10d6368abd3c7065097cc,Allrecipes Special Edition Magazine,
{'$oid': '585a966be4b03e62d1ce0e7e'},511111901709,Snacks,,5332f5fbe4b03c9a25efd0ba,Grandma's,True
{'$oid': '5f872b7fbe37ce66db5dd976'},511111517009,Baking,BAKING,5f872b7fbe37ce66db5dd975,test brand @1602694015177,
{'$oid': '5a5d24c2e4b0db471c2d042b'},511111500223,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Sharp's,
{'$oid': '5332f7e0e4b03c9a25efd151'},511111303381,,,5332f5f3e4b03c9a25efd0ae,Good Earth,
{'$oid': '5db77d891dda2c3e1416ae9f'},511111106159,Beverages,,559c2234e4b06aca36af13c6,Baileys Coffee Products,
{'$oid': '5f21c852be37ce7958c59529'},511111515241,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,5f10c05cbe37ce238c6cabaf,FINISH®,
{'$oid': '5bcdfc5a965c7d66d92731e9'},511111304616,Beverages,,53e10d6368abd3c7065097cc,V8 Hydrate,
{'$oid': '5f494c5e04db711dd8fe87e3'},511111016137,Baking,BAKING,5f494c5d04db711dd8fe87e2,test brand @1598639197925,
{'$oid': '5f872b7fbe37ce66db5dd978'},511111217022,Baking,BAKING,5f872b7fbe37ce66db5dd975,test brand @1602694015743,
{'$oid': '57ebc017e4b0ac389136a336'},511111602118,Baking,,559c2234e4b06aca36af13c6,Jell-O,False
{'$oid': '5f77274cbe37ce6b592e90be'},511111616740,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1601644364536,
{'$oid': '5f99f71bbe37ce13da9eadeb'},511111517160,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1603925787997,
{'$oid': '5ab15207e4b0be0a89bb0b04'},511111304333,Snacks,,5a734034e4b0d58f376be874,Goldfish,False
{'$oid': '5332f5f6e4b03c9a25efd0b2'},511111703983,,,5332f5ebe4b03c9a25efd0a8,Coca-Cola,
{'$oid': '5f493682be37ce52f8314fcf'},511111615934,Baking,BAKING,5f493682be37ce52f8314fcb,test brand @1598633602304,
{'$oid': '5f7760f0be37ce1d26d7b7a3'},511111816829,Baking,BAKING,5f7760f0be37ce1d26d7b7a2,test brand @1601659120693,
{'$oid': '58861c7f4e8d0d20bc42c500'},511111801245,Snacks,,5332f5fbe4b03c9a25efd0ba,Quaker Rice Cakes,False
{'$oid': '5cc725bd166eb31bbbadccbd'},511111304777,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Cape Line,
{'$oid': '5f3e9173be37ce5a0e01b957'},511111415572,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1597935987233,
{'$oid': '585a96b3e4b03e62d1ce0e85'},511111201632,Grocery,,5332f5fbe4b03c9a25efd0ba,Near East,
{'$oid': '5332f6f4e4b03c9a25efd0ed'},511111103868,,,5332f5ebe4b03c9a25efd0a8,Peace Tea,
{'$oid': '5d642dd1a3a018514994f42f'},511111505150,Magazines,,5d5d4fd16d5f3b23d1bc7905,Southern Living,
{'$oid': '5332f802e4b03c9a25efd16d'},511111003311,,,5332f7ffe4b03c9a25efd16b,Light & Fit,
{'$oid': '5ef3860fbe37ce02da95b72e'},511111015024,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,5eebc5412455c97a877ef382,Clorox,
{'$oid': '585a9698e4b03e62d1ce0e83'},511111901655,Beverages,,5332f5fbe4b03c9a25efd0ba,Mountain Dew Diet,False
{'$oid': '5a5e36d6e4b06ba572cf24ac'},511111500018,Dairy,,559c2234e4b06aca36af13c6,May-Bud,False
{'$oid': '5f5bc4f1be37ce17125ac0eb'},511111816614,Baking,BAKING,5f5bc4f1be37ce17125ac0e8,test brand @1599849713798,
{'$oid': '55bf8c6ce4b0d8e685c1489d'},511111802563,Beverages,,5332f5fbe4b03c9a25efd0ba,Gatorade,False
{'$oid': '5f358338be37ce443bf9d558'},511111415299,Baking,BAKING,5f358338be37ce443bf9d557,test brand @1597342520131,
{'$oid': '5a8c3140e4b07f0a2dac8941'},511111304104,Grocery,,5a734034e4b0d58f376be874,Garden Fresh Gourmet,False
{'$oid': '5a5d17ede4b06ba572cf2498'},511111000440,Breakfast & Cereal,,5332f5fbe4b03c9a25efd0ba,AUNT JEMIMA Dry Breakfast Mixes,False
{'$oid': '5a5d23f1e4b06ba572cf24a0'},511111700258,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Olde English,
{'$oid': '5f628215be37ce78e6e2efad'},511111416661,Baking,BAKING,5f628214be37ce78e6e2efaa,test brand @1600291349255,
{'$oid': '58861c7e4e8d0d20bc42c4f6'},511111501336,Snacks,,5332f5fbe4b03c9a25efd0ba,Matador Snacks,
{'$oid': '580dff8fe4b0f32b2de21380'},511111401872,Dairy,,53e10d6368abd3c7065097cc,DiGiorno Cheese,
{'$oid': '5d66d516a3a018093ab34725'},511111305286,Magazines,,5d5d4fd16d5f3b23d1bc7905,Country Home Magazine,
{'$oid': '5daf4f9ca60b87376833e360'},511111105992,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Reese's® Puffs,
{'$oid': '5daf6e31a60b87376833e365'},511111706113,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Golden Grahams™,
{'$oid': '5332f7ace4b03c9a25efd13b'},511111303503,,,5332f7a7e4b03c9a25efd134,Bacardi,
{'$oid': '5f3ff222be37ce1c81aa1e10'},511111915638,Baking,BAKING,5f3ff222be37ce1c81aa1e0c,test brand @1598026274692,
{'$oid': '5d66d8c86d5f3b6188d4f049'},511111805342,Magazines,,5d5d4fd16d5f3b23d1bc7905,LIFE Special Edition Magazine ,
{'$oid': '5fcff319be37ce6d53dfc691'},511111318033,Baking,BAKING,5fcff319be37ce6d53dfc690,test brand @1607463705032,False
{'$oid': '5332fa74e4b03c9a25efd21e'},511111003038,,,5332f5ebe4b03c9a25efd0a8,Sprite,
{'$oid': '5f4802bdbe37ce0c83033740'},511111615866,Baking,BAKING,5f4802bdbe37ce0c8303373c,test brand @1598554813744,
{'$oid': '585a96e9e4b03e62d1ce0e8b'},511111901587,Grocery,,5332f5fbe4b03c9a25efd0ba,Rice A Roni,
{'$oid': '5332f756e4b03c9a25efd113'},511111503743,,,53e10d6368abd3c7065097cc,Murray,
{'$oid': '5afda67de4b0c11cfecd49fc'},511111504573,Snacks,,5a734034e4b0d58f376be874,STELLA D'ORO,False
{'$oid': '5f4bf556be37ce0b4491554c'},511111016342,Baking,BAKING,5f4bf556be37ce0b44915549,test brand @1598813526686,
{'$oid': '5fa1c567be37ce402c4618f3'},511111017226,Baking,BAKING,5fa1c567be37ce402c4618ef,test brand @1604437351678,False
{'$oid': '5ab15669e4b0be0a89bb0b08'},511111704423,Grocery,,5a734034e4b0d58f376be874,Campbell's Ready Meals,False
{'$oid': '5332f612e4b03c9a25efd0c4'},511111803881,,,53e10d6368abd3c7065097cc,Kickstart,
{'$oid': '5f21ca86be37ce7958c5952b'},511111215264,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,5f10c05cbe37ce238c6cabaf,RESOLVE®,
{'$oid': '57e580e8e4b0ac389136a304'},511111302292,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Coors Banquet,False
{'$oid': '58861c7e4e8d0d20bc42c4f7'},511111001324,Snacks,,5332f5fbe4b03c9a25efd0ba,Maui Style Chips,
{'$oid': '5332fa84e4b03c9a25efd232'},511111002871,,,5332f5ebe4b03c9a25efd0a8,Powerade Zero,
{'$oid': '5d2f3eada3a01810a2174aeb'},511111804833,Frozen,,5332f5f6e4b03c9a25efd0b4,CULTURE REPUBLICK ,
{'$oid': '5daf63151dda2c3e1416ae9b'},511111906070,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Wheaties™,
{'$oid': '5f772952be37ce6b592e90d5'},511111116806,Baking,BAKING,5f772951be37ce6b592e90d1,test brand @1601644882062,
{'$oid': '55bf8c15e4b0d8e685c1489c'},511111302575,Breakfast & Cereal,,5332f5fbe4b03c9a25efd0ba,Quaker Life,False
{'$oid': '5f7ba645be37ce23081c528c'},511111016908,Baking,BAKING,5f7ba644be37ce23081c5289,test brand @1601939013444,
{'$oid': '5da605bea60b87376833e34a'},511111805571,Health & Wellness,,53e10d6368abd3c7065097cc,AFRIN® ORIGINAL NASAL SPRAY,
{'$oid': '5f493e72be37ce64d0ae36c5'},511111816102,Baking,BAKING,5f493e72be37ce64d0ae36c2,test brand @1598635634821,
{'$oid': '5fd3acb6be37ce0d9386bb43'},511111418214,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1607707830844,False
{'$oid': '5952a596e4b08f39def64d03'},511111800644,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Zima,
{'$oid': '5f3ff222be37ce1c81aa1e0d'},511111715603,Baking,BAKING,5f3ff222be37ce1c81aa1e0c,test brand @1598026274609,
{'$oid': '5d6027f46d5f3b23d1bc7906'},511111204923,Snacks,,5332f5fbe4b03c9a25efd0ba,CHESTER'S,
{'$oid': '5f77274bbe37ce6b592e90bb'},511111716716,Baking,BAKING,5f77274bbe37ce6b592e90b9,test brand @1601644363784,
{'$oid': '5afda1dae4b0c11cfecd49f6'},511111604471,Snacks,,5a734034e4b0d58f376be874,Cape Cod,False
{'$oid': '5e710dbeee7f2d0b35b2a192'},511111814085,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,5e5ea9cc9c50da1291a6d074,COUNTRY CROCK PLANT BUTTER,
{'$oid': '5d66dad8a3a018093ab34729'},511111205388,Magazines,,5d5d4fd16d5f3b23d1bc7905,National Geographic Special Edition Magazine ,
{'$oid': '5daf5f65a60b87376833e363'},511111206057,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Chocolate Lucky Charms™,
{'$oid': '5f4802bdbe37ce0c8303373d'},511111715832,Baking,BAKING,5f4802bdbe37ce0c8303373c,test brand @1598554813534,
{'$oid': '5ffe3381be37ce5e01754c35'},511111419303,Baking,BAKING,5ffe3381be37ce5e01754c34,test brand @1610494849657,False
{'$oid': '5ffe2e38be37ce5e01754c23'},511111019213,Baking,BAKING,5ffe2e38be37ce5e01754c21,test brand @1610493496975,False
{'$oid': '5ffe347ebe37ce5e01754c3e'},511111919315,Baking,BAKING,5ffe347ebe37ce5e01754c3d,test brand @1610495102410,False
{'$oid': '5ffe336fbe37ce5e01754c31'},511111119272,Baking,BAKING,5ffe336ebe37ce5e01754c2e,test brand @1610494831056,False
{'$oid': '5ffe336fbe37ce5e01754c32'},511111319283,Baking,BAKING,5ffe336ebe37ce5e01754c2e,test brand @1610494831082,False
{'$oid': '5ffe336fbe37ce5e01754c30'},511111619260,Baking,BAKING,5ffe336ebe37ce5e01754c2e,test brand @1610494831023,False
{'$oid': '5ffe2e39be37ce5e01754c24'},511111219224,Baking,BAKING,5ffe2e38be37ce5e01754c21,test brand @1610493497005,False
{'$oid': '5ffe2e39be37ce5e01754c26'},511111919247,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610493497517,False
{'$oid': '5ffe2e39be37ce5e01754c25'},511111719236,Baking,BAKING,5ffe2e38be37ce5e01754c21,test brand @1610493497034,False
{'$oid': '5ffe336fbe37ce5e01754c2f'},511111419259,Baking,BAKING,5ffe336ebe37ce5e01754c2e,test brand @1610494830985,False
{'$oid': '5ffe336fbe37ce5e01754c33'},511111819295,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1610494831583,False
{'$oid': '5fdce8dbbe37ce5fa8ba59c2'},511111118442,Baking,BAKING,5fdce8dabe37ce5fa8ba59be,test brand @1608313051339,False
{'$oid': '5fdce8dbbe37ce5fa8ba59c1'},511111918431,Baking,BAKING,5fdce8dabe37ce5fa8ba59be,test brand @1608313051291,False
{'$oid': '5fdce8dcbe37ce5fa8ba59c3'},511111618454,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1608313052049,False
{'$oid': '5fdce9cabe37ce5fa8ba59ce'},511111318477,Baking,BAKING,5fdce9cabe37ce5fa8ba59cd,test brand @1608313290565,False
{'$oid': '5fdce8edbe37ce5fa8ba59cc'},511111818465,Baking,BAKING,5fdce8edbe37ce5fa8ba59cb,test brand @1608313069400,False
{'$oid': '5fdce8dbbe37ce5fa8ba59bf'},511111218418,Baking,BAKING,5fdce8dabe37ce5fa8ba59be,test brand @1608313051132,False
{'$oid': '5fdce8dbbe37ce5fa8ba59c0'},511111418429,Baking,BAKING,5fdce8dabe37ce5fa8ba59be,test brand @1608313051244,False
{'$oid': '5fb8216ebe37ce522e165cdd'},511111517726,Bread & Bakery,BREAD_AND_BAKERY,5fb6b608be37ce522e165cb9,Ball Park,False
{'$oid': '5332f765e4b03c9a25efd120'},511111003687,,,5332f5ebe4b03c9a25efd0a8,Glaceau fruitwater,
{'$oid': '5f43faabbe37ce3ef3fd3717'},511111815730,Baking,BAKING,5f43faabbe37ce3ef3fd3714,test brand @1598290603618,
{'$oid': '5a5d1f46e4b0db471c2d0427'},511111700302,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Hidden Barrel Collection,
{'$oid': '5db9e8db1dda2c3e1416aea1'},511111506195,Frozen,,559c2234e4b06aca36af13c6,Launch Box,
{'$oid': '57ebc2bde4b0ac389136a348'},511111101949,Frozen,,559c2234e4b06aca36af13c6,Poppers,False
{'$oid': '5a02196ce4b00efe02b02a5a'},511111600565,Beauty,,5332f5f6e4b03c9a25efd0b4,SIMPLE,False
{'$oid': '5a5d2bcbe4b0db471c2d0435'},511111600077,Beauty & Personal Care,,53e10d6368abd3c7065097cc,Salon Selectives,
{'$oid': '57d9580ee4b0ac389136a2b6'},511111802358,Dairy,,559c2234e4b06aca36af13c6,Cracker Barrel Cheese,False
{'$oid': '5c112616315a241ba1716511'},511111404729,Baby,BABY,550b2565e4b001d5e9e4146f,Huggies Little Swimmers,False
{'$oid': '5f403231be37ce5f78d9ed17'},511111315674,Baking,BAKING,5f403231be37ce5f78d9ed14,test brand @1598042673502,
{'$oid': '5fd3acb6be37ce0d9386bb42'},511111918202,Baking,BAKING,5fd3acb5be37ce0d9386bb3e,test brand @1607707830173,False
{'$oid': '5db20be5a60b87376833e366'},511111406136,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Blasted Shreds™,
{'$oid': '5d9d08d1a60b87376833e348'},511111605546,Snacks,,5332f5fbe4b03c9a25efd0ba,Baken-Ets,
{'$oid': '5daf54491dda2c3e1416ae97'},511111306009,Breakfast & Cereal,,5332f5f3e4b03c9a25efd0ae,Honey Nut Cheerios™,
{'$oid': '5332f734e4b03c9a25efd103'},511111003809,,,5332f734e4b03c9a25efd104,Johnsonville,
{'$oid': '53501d29b9237fd7718f9e15'},511111302858,,,5332fa58e4b03c9a25efd215,Tombstone,
{'$oid': '5332f775e4b03c9a25efd128'},511111903628,,,5332f5f3e4b03c9a25efd0ae,Chex,
{'$oid': '5f38576ebe37ce5178517acb'},511111415411,Baking,BAKING,5f38576ebe37ce5178517aca,test brand @1597527918397,
{'$oid': '5c76dd4d95144c5375687b52'},511111806899,Baby,,5c76dd1095144c5375687b51,DASH-2249 1 brand 1,True
{'$oid': '585a964ce4b03e62d1ce0e7a'},511111301745,Snacks,,5332f5fbe4b03c9a25efd0ba,Cracker Jack,True
{'$oid': '5f59002dbe37ce21f1287c10'},511111316558,Baby,BABY,5f58fa84be37ce21f1287c0f,Gerber Good Start,
{'$oid': '5f4802bdbe37ce0c8303373e'},511111915843,Baking,BAKING,5f4802bdbe37ce0c8303373c,test brand @1598554813654,
{'$oid': '5f493dacbe37ce64d0ae36bf'},511111016069,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1598635436505,
{'$oid': '5f38578fbe37ce5178517ad6'},511111315445,Baking,BAKING,5f38578fbe37ce5178517ad3,test brand @1597527951436,
{'$oid': '5332fa7be4b03c9a25efd22c'},511111502937,,,5332f5ebe4b03c9a25efd0a8,Fresca,
{'$oid': '5d6412e9a3a018514994f426'},511111304982,Magazines,,5d5d4fd16d5f3b23d1bc7905,Better Homes & Gardens Magazine,
{'$oid': '5332f7b4e4b03c9a25efd140'},511111303459,,,5332f7a7e4b03c9a25efd134,Bud Light Platinum,
{'$oid': '5fb821d1be37ce522e165cde'},511111017738,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Bimbo,False
{'$oid': '5457a0cde4b05a46170caebc'},511111402756,,,53e10d6368abd3c7065097cc,Fetch Rewards,
{'$oid': '5332f7f5e4b03c9a25efd163'},511111403357,Beer Wine Spirits,,5332f709e4b03c9a25efd0f1,Leinenkugel's,False
{'$oid': '5f590184be37ce21f1287c12'},511111016571,Baby,BABY,5f58fa84be37ce21f1287c0f,Nestle NAN,
{'$oid': '5f403231be37ce5f78d9ed16'},511111815662,Baking,BAKING,5f403231be37ce5f78d9ed14,test brand @1598042673466,
{'$oid': '57ebc01fe4b0ac389136a337'},511111102106,Baking,,559c2234e4b06aca36af13c6,Jet-Puffed,False
{'$oid': '5f772952be37ce6b592e90d6'},511111616818,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,test brand @1601644882548,
{'$oid': '5f298852be37ce7958c5952d'},511111915287,Magazines,MAGAZINES,5d66b9dcee7f2d201c7281cd,Health Magazine,
{'$oid': '57ebc144e4b0ac389136a33f'},511111902027,Dairy,,559c2234e4b06aca36af13c6,Kraft Singles,False
{'$oid': '5f772952be37ce6b592e90d3'},511111016786,Baking,BAKING,5f772951be37ce6b592e90d1,test brand @1601644882019,
